no,image,situs,poktan,desa,bast,total,tanggal,ongkir
568,1026/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105463/empty,Guaninta,Sinaman,2655000,2979000,10-11-2023,324000
569,1027/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105465/empty,Juma Lau Semil,Sinaman,2655000,2979000,10-11-2023,324000
570,1028/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105466/empty,Mbuah Page,Sinaman,3540000,3972000,10-11-2023,432000
571,1029/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105468/empty,Cinta Karya,Sinaman,3835000,4303000,10-11-2023,468000
572,1030/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105469/empty,Kasih Murni,Sinaman,4425000,4965000,10-11-2023,540000
573,1031/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105471/empty,Juma Pergendangen,Sarimanis,3540000,3972000,10-11-2023,432000
574,1032/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105472/empty,Juma Lepar,Sarimanis,3540000,3972000,10-11-2023,432000
575,1033/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105473/empty,Juma Sue Arih Ersada,Sarimanis,3540000,3972000,10-11-2023,432000
576,1034/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105474/empty,Juma Galuh,Sarimanis,3540000,3972000,10-11-2023,432000
577,1035/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105475/empty,Juma Reba Tengah,Sarimanis,3540000,3972000,10-11-2023,432000
578,1036/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105476/empty,Juma Piar -Piar,Sarimanis,3540000,3972000,10-11-2023,432000
579,1037/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105478/empty,Juma Uruk - Uruk,Sarimanis,3540000,3972000,10-11-2023,432000
580,1038/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105480/empty,Tunas Muda,Barusjahe,3540000,3972000,10-11-2023,432000
581,1039/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105481/empty,Beraspinto,Barusjahe,3835000,4303000,10-11-2023,468000
582,1040/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105482/empty,Juma Berneh,Barusjahe,3540000,3972000,10-11-2023,432000
583,1041/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105483/empty,Persimbun,Barusjahe,4425000,4965000,10-11-2023,540000
584,1042/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105484/empty,Bunga Jadi Buah,Barusjahe,4425000,4965000,10-11-2023,540000
585,1043/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105486/empty,Rumah Julun,Barusjahe,4130000,4634000,10-11-2023,504000
586,1044/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105488/empty,Aronta,Barusjahe,5310000,5958000,10-11-2023,648000
587,1045/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105489/empty,Kesain Munte,Barusjahe,2950000,3310000,10-11-2023,360000
588,1046/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105490/empty,Makmur Tani,Sukajulu,5310000,5958000,10-11-2023,648000
589,1047/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105491/empty,Gunanta Ras,Sukajulu,4720000,5296000,10-11-2023,576000
590,1048/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105492/empty,Jumatambak,Rumamis,5605000,6289000,10-11-2023,684000
591,1049/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105493/empty,Mbuahpage,Rumamis,4425000,4965000,10-11-2023,540000
592,1050/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105495/empty,Tani Jaya,Rumamis,5310000,5958000,10-11-2023,648000
593,1051/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105496/empty,Kopimalem,Rumamis,4425000,4965000,10-11-2023,540000
594,1052/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105497/empty,Suearih,Rumamis,5310000,5958000,10-11-2023,648000
595,1053/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105498/empty,Bunga Mawar,Rumamis,3835000,4303000,10-11-2023,468000
596,1054/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105499/empty,Heber Tani,Rumamis,6490000,7282000,10-11-2023,792000
597,1055/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105500/empty,Maju Jaya,Rumamis,5605000,6289000,10-11-2023,684000
598,1056/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105501/empty,Malemta Ras,Rumamis,4720000,5296000,10-11-2023,576000
599,1057/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105503/empty,Super Tani,Rumamis,2950000,3310000,10-11-2023,360000
600,1058/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105504/empty,Sadapengejapen,Rumamis,3245000,3641000,10-11-2023,396000
601,1059/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105505/empty,Malem Ate,Rumamis,3540000,3972000,10-11-2023,432000
602,1060/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105507/empty,Ola Kisat,Rumamis,3245000,3641000,10-11-2023,396000
603,1061/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105508/empty,Kita Tani,Rumamis,3835000,4303000,10-11-2023,468000
604,1062/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105509/empty,La Tersia,Rumamis,4425000,4965000,10-11-2023,540000
605,1063/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105510/empty,Jumata Rimo,Rumamis,5015000,5627000,10-11-2023,612000
606,1064/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105512/empty,Palmae,Rumamis,2655000,2979000,10-11-2023,324000
607,1065/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105513/empty,Maju Bersama,Rumamis,2950000,3310000,10-11-2023,360000
608,1066/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105514/empty,Sangap Encari,Semangat,3540000,3972000,10-11-2023,432000
609,1067/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105515/empty,Sangapta Ras,Semangat,4425000,4965000,10-11-2023,540000
610,1068/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105516/empty,Enerjik Jeruk,Semangat,3835000,4303000,10-11-2023,468000
611,1069/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105518/empty,Juma Jahen,Semangat,4720000,5296000,10-11-2023,576000
612,1070/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105519/empty,Mekar Sari,Semangat,5605000,6289000,10-11-2023,684000
613,1071/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105520/empty,Juma Julun,Semangat,3835000,4303000,10-11-2023,468000
614,1072/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105521/empty,Juma Galuh,Semangat,3540000,3972000,10-11-2023,432000
615,1073/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105522/empty,Bunga Ndawa,Semangat,4425000,4965000,10-11-2023,540000
616,1074/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105523/empty,Sada Arih,Semangat,5015000,5627000,10-11-2023,612000
617,1075/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105525/empty,Hebron,Semangat,3835000,4303000,10-11-2023,468000
618,1076/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105527/empty,Arih Ersada,Semangat,3540000,3972000,10-11-2023,432000
619,1077/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105528/empty,Ulih Latih,Semangat,3540000,3972000,10-11-2023,432000
620,1078/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105529/empty,Meriah Tani,Sikab,2950000,3310000,10-11-2023,360000
621,1079/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105530/empty,Makmur Tani,Sikab,2360000,2648000,10-11-2023,288000
622,1080/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105531/empty,Palmae Jaya 1,Sukanalu,7375000,8275000,10-11-2023,900000
623,1081/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105533/empty,Anugrah,Sukanalu,7080000,7944000,10-11-2023,864000
624,1082/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105534/empty,Rumah Mecu 1,Sukanalu,5900000,6620000,10-11-2023,720000
625,1083/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105535/empty,Juma Tusam,Sukanalu,4720000,5296000,10-11-2023,576000
626,1084/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105536/empty,Tani Sejahtra,Sukanalu,1475000,1655000,10-11-2023,180000
627,1085/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105538/empty,Sue Arih,Sukanalu,4425000,4965000,10-11-2023,540000
628,1086/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105539/empty,Rumah Ukir,Sukanalu,5900000,6620000,10-11-2023,720000
629,1087/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105540/empty,Mamre Mufakat,Sukanalu,8850000,9930000,10-11-2023,1080000
630,1088/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105541/empty,Semayang,Sukanalu,6195000,6951000,10-11-2023,756000
631,1089/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105542/empty,Penggel Besi II,Sukanalu,4425000,4965000,10-11-2023,540000
632,1090/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105543/empty,Juma Mbulagen,Lau Buluh,3540000,3972000,13-11-2023,432000
633,1091/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105545/empty,Ronding,Lau Buluh,3540000,3972000,13-11-2023,432000
634,1092/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105546/empty,Lau Paku,Lau Buluh,3540000,3972000,13-11-2023,432000
635,1093/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105547/empty,Liang Ndahar,Lau Buluh,3540000,3972000,13-11-2023,432000
636,1094/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105548/empty,Lau Ngalam,Lau Buluh,3540000,3972000,13-11-2023,432000
637,1095/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105549/empty,Lau Moning,Lau Buluh,3540000,3972000,13-11-2023,432000
638,1096/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105550/empty,Kenjahe,Lau Buluh,3540000,3972000,13-11-2023,432000
639,1097/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105552/empty,Liang Kejaren,Lau Buluh,3540000,3972000,13-11-2023,432000
640,1098/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105553/empty,Lau Kesumpat,Lau Buluh,3540000,3972000,13-11-2023,432000
641,1099/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105554/empty,Juma Biru,Lau Buluh,3540000,3972000,13-11-2023,432000
642,1100/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105555/empty,Buluh Laga,Lau Buluh,3540000,3972000,13-11-2023,432000
643,1101/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105556/empty,Deleng,Lau Buluh,3540000,3972000,13-11-2023,432000
644,1102/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105557/empty,Kenjulu,Lau Buluh,3540000,3972000,13-11-2023,432000
645,1103/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105559/empty,Juma Deher,Mburidi,4130000,4634000,13-11-2023,504000
646,1104/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105560/empty,Juma Lau Tamale,Mburidi,3540000,3972000,13-11-2023,432000
647,1105/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105561/empty,Juma Mbal-Mbal,Mburidi,4425000,4965000,13-11-2023,540000
648,1106/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105562/empty,Juma Ruam,Mburidi,4720000,5296000,13-11-2023,576000
649,1107/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105563/empty,Juma Tepas,Mburidi,4130000,4634000,13-11-2023,504000
650,1108/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105564/empty,Juma Pengasen,Mburidi,4425000,4965000,13-11-2023,540000
651,1109/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105565/empty,Pola Singa,Siabang-abang,2950000,3310000,13-11-2023,360000
652,1110/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105567/empty,Juma Lepar,Siabang-abang,2950000,3310000,13-11-2023,360000
653,1111/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105568/empty,Buluh Duri,Siabang-abang,2950000,3310000,13-11-2023,360000
654,1112/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105569/empty,Tinjo,Siabang-abang,2950000,3310000,13-11-2023,360000
655,1113/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105570/empty,Tergayu,Siabang-abang,2950000,3310000,13-11-2023,360000
656,1114/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105571/empty,Lau Kerapat,Siabang-abang,2950000,3310000,13-11-2023,360000
657,1115/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105572/empty,Lau Gasing,Jinabun,3540000,3972000,13-11-2023,432000
658,1116/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105573/empty,Lau Bandar,Jinabun,4425000,4965000,13-11-2023,540000
659,1117/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105574/empty,Semborat,Jinabun,3540000,3972000,13-11-2023,432000
660,1118/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105576/empty,Embang Perira,Jinabun,4130000,4634000,13-11-2023,504000
661,1119/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105577/empty,Pagar Besi,Jinabun,4425000,4965000,13-11-2023,540000
662,1120/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105578/empty,Baluren,Jinabun,3540000,3972000,13-11-2023,432000
663,1121/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105579/empty,Long-Long,Negeri Jahe,4425000,4965000,13-11-2023,540000
664,1122/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105580/empty,Paya Mbentar,Negeri Jahe,4425000,4965000,13-11-2023,540000
665,1123/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105581/empty,Sapo Ijuk,Negeri Jahe,4425000,4965000,13-11-2023,540000
666,1124/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105582/empty,Urok Pacinta,Negeri Jahe,4425000,4965000,13-11-2023,540000
667,1125/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105583/empty,Urok Kambing,Negeri Jahe,4425000,4965000,13-11-2023,540000
668,1126/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105585/empty,Rambah Mbelang,Liang Merdeka,4425000,4965000,13-11-2023,540000
669,1127/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105586/empty,Belimbingen,Liang Merdeka,4425000,4965000,13-11-2023,540000
670,1128/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105587/empty,Tukilen,Liang Merdeka,4425000,4965000,13-11-2023,540000
671,1129/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105588/empty,Batu Merdang,Rih Tengah,4425000,4965000,13-11-2023,540000
672,1130/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105589/empty,Kepar,Rih Tengah,4425000,4965000,13-11-2023,540000
673,1131/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105590/empty,Lau Timah,Rih Tengah,4425000,4965000,13-11-2023,540000
674,1132/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105591/empty,Lau Tarutung,Rih Tengah,4425000,4965000,13-11-2023,540000
675,1133/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105593/empty,Jagung Satu,Ujung Deleng,3540000,3972000,13-11-2023,432000
676,1134/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105594/empty,Jagung Dua,Ujung Deleng,3540000,3972000,13-11-2023,432000
677,1135/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105595/empty,Jagung Tiga,Ujung Deleng,3540000,3972000,13-11-2023,432000
678,1136/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105596/empty,Jagung Empat,Ujung Deleng,3540000,3972000,13-11-2023,432000
679,1137/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105597/empty,Jagung Lima,Ujung Deleng,3540000,3972000,13-11-2023,432000
680,1138/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105598/empty,Jagung Enam,Ujung Deleng,3540000,3972000,13-11-2023,432000
681,1139/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105600/empty,Jagung Tujuh,Ujung Deleng,3540000,3972000,13-11-2023,432000
682,1140/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105601/empty,Jagung Delapan,Ujung Deleng,3540000,3972000,13-11-2023,432000
683,1141/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105602/empty,Sangap Encari,Tanjung Merahe,4425000,4965000,13-11-2023,540000
684,1142/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105603/empty,Sada Perarih,Tanjung Merahe,4720000,5296000,13-11-2023,576000
685,1143/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105604/empty,Arih Ersada,Tanjung Merahe,4130000,4634000,13-11-2023,504000
686,1144/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105605/empty,Jaya Ras,Tanjung Merahe,4425000,4965000,13-11-2023,540000
687,1145/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105606/empty,Jumpa Rejeki,Tanjung Merahe,5015000,5627000,13-11-2023,612000
688,1146/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105607/empty,Juma Diher,Kutabuluh Gugung,7375000,8275000,13-11-2023,900000
689,1147/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105609/empty,Juma Kenjahe,Kutabuluh Gugung,7375000,8275000,13-11-2023,900000
690,1148/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105610/empty,Juma Genting,Kutabuluh Gugung,7375000,8275000,13-11-2023,900000
691,1149/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105611/empty,Juma Deleng,Kutabuluh Gugung,7375000,8275000,13-11-2023,900000
692,1150/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105612/empty,Juma Pulo,Kutabuluh Gugung,7375000,8275000,13-11-2023,900000
693,1151/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105613/empty,Lepar,Bintang Meriah,2950000,3310000,13-11-2023,360000
694,1152/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105614/empty,Simokul-Okul,Bintang Meriah,2950000,3310000,13-11-2023,360000
695,1153/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105615/empty,Bulan Gugong,Bintang Meriah,2950000,3310000,13-11-2023,360000
696,1154/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105617/empty,Lau Perenden,Bintang Meriah,2950000,3310000,13-11-2023,360000
697,1155/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105618/empty,Kendit Kenjahe,Bintang Meriah,2950000,3310000,13-11-2023,360000
698,1156/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105619/empty,Lau Batu,Bintang Meriah,2950000,3310000,13-11-2023,360000
699,1157/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105620/empty,Nagor,Bintang Meriah,2950000,3310000,13-11-2023,360000
700,1158/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105621/empty,Pola Ketik,Bintang Meriah,2950000,3310000,13-11-2023,360000
701,1159/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105622/empty,Uruk Ndoholi,Bintang Meriah,2950000,3310000,13-11-2023,360000
702,1160/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105623/empty,Uruk Tekang,Bintang Meriah,2950000,3310000,13-11-2023,360000
703,1161/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105625/empty,Bagerih,Bintang Meriah,2950000,3310000,13-11-2023,360000
704,1162/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105626/empty,Juma Jering,Kutabuluh,2950000,3310000,13-11-2023,360000
705,1163/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105627/empty,Sembara Berneh,Kutabuluh,2950000,3310000,13-11-2023,360000
706,1164/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105628/empty,Sampaharu,Kutabuluh,2950000,3310000,13-11-2023,360000
707,1165/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105629/empty,Rusip,Kutabuluh,2950000,3310000,13-11-2023,360000
708,1166/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105630/empty,Kacudan,Kutabuluh,2950000,3310000,13-11-2023,360000
