no,no_bam,situs,poktan,desa
120,120/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75815/empty,Gotong Royong,Kwala Gunung
121,121/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75816/empty,Tani Subur,Kwala Gunung
122,122/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75817/empty,Sumber Rezeki,Sumber Rejo
123,123/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75818/empty,Serumpun,Antara
124,124/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75819/empty,Makmur,Antara
125,125/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75820/empty,Tani Maju,Antara
126,126/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75821/empty,Serba Jadi,Durian
127,127/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75822/empty,Serasi,Durian
128,128/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75823/empty,Mula Jadi,Durian
129,129/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75824/empty,Jati,Durian
130,130/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75825/empty,Lamtu Bona,Durian
131,131/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75826/empty,Sepakat,Durian
132,132/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75827/empty,Siluar,Durian
133,133/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75828/empty,Sejahtera,Sei Bejangkar
134,134/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75829/empty,Tani Makmur,Sei Bejangkar
135,135/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75830/empty,Usaha Tani,Sei Bejangkar
136,136/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75831/empty,Karya Tani,Sei Bejangkar
137,137/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75832/empty,Tani Jaya,Suko Rejo
138,138/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75833/empty,Sri Rezeki,Suko Rejo
139,139/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75834/empty,Setia,Suko Rejo
140,140/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75835/empty,Sumber Tani,Suko Rejo
141,141/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75836/empty,Sumber Padi,Suko Rejo
142,142/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75837/empty,Budi,Suko Rejo
143,143/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75838/empty,Dewi Sri,Suko Rejo
144,144/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75839/empty,Formula,Suko Rejo
145,145/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75840/empty,Damai,Suko Rejo
146,146/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75841/empty,Jati Mulio,Suko Rejo
147,147/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75842/empty,Sejahtera,Kwala Sikasim
148,148/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75843/empty,Sederhana,Kwala Sikasim
149,149/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75844/empty,Dwi Sri,Kwala Sikasim
150,150/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75845/empty,Harapan Makmur,Kwala Sikasim
151,151/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75846/empty,Maju Bersama,Kwala Sikasim
152,152/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75847/empty,Horas Jaya,Kwala Sikasim
153,153/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75848/empty,Meranti Jaya,Kwala Sikasim
154,154/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75849/empty,Satahi,Mekar Mulio
155,155/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75850/empty,Berkat,Mekar Mulio
156,156/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75851/empty,Sumber Tani,Mekar Mulio
157,157/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75852/empty,Mekar Jaya,Mekar Mulio
158,158/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75853/empty,Sanggup Brantas,Mekar Mulio
159,159/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75854/empty,Tani Maju,Mekar Mulio
160,160/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75855/empty,Horas Tani,Mekar Baru
161,161/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75856/empty,Limbungan,Mekar Baru
162,162/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75857/empty,Mekar Tani,Mekar Baru
163,163/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75858/empty,Mekar Wangi,Mekar Baru
164,164/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75859/empty,Sri Maju,Mekar Baru
165,165/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75860/empty,Subur,Mekar Baru
166,166/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75861/empty,Mekar Maju,Mekar Baru
167,167/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75862/empty,Mekar Sari,Mekar Baru
168,168/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75863/empty,Sidorukun,Mekar Baru
169,169/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75864/empty,Mekar Sari,Suka Ramai
170,170/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75865/empty,Mawar,Suka Ramai
171,171/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75866/empty,Melati,Suka Ramai
172,172/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75867/empty,Kamboja,Sei Balai
173,173/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75868/empty,Sukatiru,Sei Balai
174,174/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75869/empty,Tani Mulia,Sei Balai
175,175/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75870/empty,Mutiara,Sei Balai
